jersey_number,player_id,player_name,position,team_name,sortOrder,period,xCoord,yCoord,game_id
91.0,8477497.0,Sean Monahan,C,Montréal Canadiens,199,1,-83.0,3.0,2023020442
91.0,8477497.0,Sean Monahan,C,Montréal Canadiens,244,1,-82.0,0.0,2023020069
91.0,8477497.0,Sean Monahan,C,Montréal Canadiens,291,2,73.0,3.0,2023020610
91.0,8477497.0,Sean Monahan,C,Montréal Canadiens,337,2,-73.0,0.0,2023020138
91.0,8477497.0,Sean Monahan,C,Montréal Canadiens,345,2,71.0,7.0,2023020376
91.0,8477497.0,Sean Monahan,C,Montréal Canadiens,357,2,84.0,-4.0,2023020121
91.0,8477497.0,Sean Monahan,C,Montréal Canadiens,463,2,73.0,4.0,2023020024
91.0,8477497.0,Sean Monahan,C,Montréal Canadiens,605,3,-81.0,0.0,2023020103
91.0,8477497.0,Sean Monahan,C,Montréal Canadiens,859,5,-74.0,0.0,2023020442
26.0,8480336.0,Sean Walker,D,Philadelphia Flyers,476,2,-72.0,13.0,2023020543
26.0,8480336.0,Sean Walker,D,Philadelphia Flyers,488,2,33.0,-21.0,2023020255
26.0,8480336.0,Sean Walker,D,Philadelphia Flyers,500,2,70.0,25.0,2023020054
26.0,8480336.0,Sean Walker,D,Philadelphia Flyers,717,3,70.0,-14.0,2023020072
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,93,1,79.0,1.0,2023020032
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,138,1,-58.0,-19.0,2023020535
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,182,1,-58.0,10.0,2023020360
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,249,2,61.0,6.0,2023020360
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,278,2,67.0,2.0,2023020475
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,293,2,63.0,17.0,2023020516
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,314,2,65.0,16.0,2023020214
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,337,2,69.0,-16.0,2023020455
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,431,2,72.0,-5.0,2023020259
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,487,2,-82.0,6.0,2023020205
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,506,2,49.0,18.0,2023020433
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,583,2,63.0,11.0,2023020433
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,795,3,-83.0,2.0,2023020341
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,806,4,71.0,13.0,2023020167
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,813,5,-84.0,6.0,2023020608
20.0,8478427.0,Sebastian Aho,C,Carolina Hurricanes,823,5,80.0,1.0,2023020032
25.0,8480222.0,Sebastian Aho,D,New York Islanders,145,1,48.0,1.0,2023020516
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,65,1,-82.0,2.0,2023020047
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,156,1,72.0,2.0,2023020148
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,210,1,-69.0,22.0,2023020279
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,505,2,81.0,6.0,2023020535
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,507,3,-86.0,0.0,2023020486
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,527,2,81.0,8.0,2023020433
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,534,3,87.0,-5.0,2023020603
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,560,3,-78.0,-13.0,2023020060
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,641,3,-73.0,2.0,2023020639
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,662,3,-65.0,16.0,2023020047
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,668,3,-80.0,1.0,2023020259
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,737,3,-79.0,2.0,2023020060
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,755,3,76.0,18.0,2023020328
24.0,8482093.0,Seth Jarvis,C,Carolina Hurricanes,765,3,-45.0,32.0,2023020259
41.0,8476906.0,Shayne Gostisbehere,D,Detroit Red Wings,115,1,-64.0,5.0,2023020035
41.0,8476906.0,Shayne Gostisbehere,D,Detroit Red Wings,269,1,-85.0,12.0,2023020510
41.0,8476906.0,Shayne Gostisbehere,D,Detroit Red Wings,287,1,-70.0,3.0,2023020065
41.0,8476906.0,Shayne Gostisbehere,D,Detroit Red Wings,383,2,61.0,-12.0,2023020519
41.0,8476906.0,Shayne Gostisbehere,D,Detroit Red Wings,411,2,-73.0,23.0,2023020242
41.0,8476906.0,Shayne Gostisbehere,D,Detroit Red Wings,585,3,-61.0,15.0,2023020091
41.0,8476906.0,Shayne Gostisbehere,D,Detroit Red Wings,711,3,-20.0,-27.0,2023020316
27.0,8477447.0,Shea Theodore,D,Vegas Golden Knights,470,2,-42.0,13.0,2023020244
27.0,8477447.0,Shea Theodore,D,Vegas Golden Knights,640,3,-51.0,-15.0,2023020031
27.0,8477447.0,Shea Theodore,D,Vegas Golden Knights,670,3,-60.0,13.0,2023020111
27.0,8477447.0,Shea Theodore,D,Vegas Golden Knights,805,3,-57.0,-23.0,2023020098
27.0,8477447.0,Shea Theodore,D,Vegas Golden Knights,866,5,-80.0,2.0,2023020138
27.0,8477447.0,Shea Theodore,D,Vegas Golden Knights,891,5,-77.0,0.0,2023020048
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,60,1,-84.0,16.0,2023020230
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,99,1,89.0,5.0,2023020202
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,117,1,79.0,-11.0,2023020503
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,150,1,82.0,6.0,2023020259
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,180,1,86.0,7.0,2023020442
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,222,1,-43.0,-34.0,2023020301
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,277,1,80.0,12.0,2023020374
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,366,2,-79.0,-4.0,2023020018
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,378,2,70.0,14.0,2023020345
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,378,2,-67.0,-17.0,2023020643
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,392,2,-77.0,0.0,2023020442
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,402,2,-87.0,2.0,2023020576
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,436,2,-79.0,14.0,2023020018
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,437,2,-82.0,-19.0,2023020002
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,529,2,-80.0,3.0,2023020123
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,561,3,81.0,-2.0,2023020480
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,632,3,82.0,3.0,2023020259
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,649,3,57.0,4.0,2023020105
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,675,3,-49.0,-19.0,2023020589
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,682,3,-83.0,11.0,2023020230
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,737,3,-59.0,-32.0,2023020230
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,780,3,5.0,21.0,2023020187
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,812,3,79.0,4.0,2023020643
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,849,5,82.0,2.0,2023020442
87.0,8471675.0,Sidney Crosby,C,Pittsburgh Penguins,851,5,76.0,0.0,2023020503
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,156,1,79.0,-6.0,2023020150
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,315,2,-65.0,28.0,2023020582
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,327,2,-78.0,-7.0,2023020167
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,368,2,-65.0,7.0,2023020090
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,384,2,-83.0,-5.0,2023020359
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,442,2,-66.0,14.0,2023020490
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,468,2,-85.0,-5.0,2023020457
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,475,2,-80.0,5.0,2023020341
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,627,3,-80.0,-7.0,2023020193
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,647,3,-76.0,3.0,2023020302
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,802,3,77.0,13.0,2023020444
10.0,8481601.0,Simon Holmstrom,R,New York Islanders,909,5,79.0,-2.0,2023020457
17.0,8483495.0,Simon Nemec,D,New Jersey Devils,407,2,64.0,-2.0,2023020403
17.0,8483495.0,Simon Nemec,D,New Jersey Devils,407,2,64.0,-2.0,2023020403
17.0,8483495.0,Simon Nemec,D,New Jersey Devils,407,2,64.0,-2.0,2023020403
17.0,8483495.0,Simon Nemec,D,New Jersey Devils,633,3,58.0,-26.0,2023020602
15.0,8477947.0,Sonny Milano,L,Washington Capitals,17,1,-79.0,-13.0,2023020414
15.0,8477947.0,Sonny Milano,L,Washington Capitals,235,1,-72.0,-20.0,2023020099
15.0,8477947.0,Sonny Milano,L,Washington Capitals,246,1,-84.0,-8.0,2023020166
15.0,8477947.0,Sonny Milano,L,Washington Capitals,329,2,84.0,24.0,2023020263
24.0,8481056.0,Spencer Stastney,D,Nashville Predators,322,2,56.0,-2.0,2023020297
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,43,1,71.0,3.0,2023020401
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,43,1,71.0,3.0,2023020401
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,43,1,71.0,3.0,2023020401
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,46,1,83.0,8.0,2023020131
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,151,1,-82.0,-3.0,2023020455
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,260,1,-83.0,9.0,2023020303
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,375,2,81.0,-1.0,2023020360
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,399,2,57.0,16.0,2023020238
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,457,2,88.0,7.0,2023020639
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,539,3,87.0,-1.0,2023020419
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,639,3,-80.0,2.0,2023020047
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,652,3,-86.0,-6.0,2023020516
23.0,8476474.0,Stefan Noesen,R,Carolina Hurricanes,728,3,-85.0,-6.0,2023020214
18.0,8478904.0,Steven Lorentz,C,Florida Panthers,480,2,-63.0,-27.0,2023020147
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,28,1,-65.0,-13.0,2023020452
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,98,1,59.0,24.0,2023020580
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,135,1,71.0,5.0,2023020345
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,151,1,80.0,14.0,2023020023
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,219,1,67.0,22.0,2023020284
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,265,1,60.0,15.0,2023020106
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,303,2,-69.0,-21.0,2023020303
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,304,2,76.0,-17.0,2023020146
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,403,2,-73.0,-13.0,2023020661
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,433,2,-68.0,21.0,2023020023
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,453,2,-71.0,-22.0,2023020661
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,629,3,76.0,16.0,2023020257
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,635,3,61.0,23.0,2023020471
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,662,3,-87.0,-10.0,2023020452
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,739,3,-40.0,-7.0,2023020452
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,746,3,85.0,6.0,2023020198
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,816,3,-30.0,-23.0,2023020452
91.0,8474564.0,Steven Stamkos,C,Tampa Bay Lightning,867,3,72.0,15.0,2023020273
77.0,8471698.0,T.J. Oshie,R,Washington Capitals,353,2,88.0,2.0,2023020468
77.0,8471698.0,T.J. Oshie,R,Washington Capitals,368,2,74.0,4.0,2023020285
77.0,8471698.0,T.J. Oshie,R,Washington Capitals,649,3,-89.0,1.0,2023020653
77.0,8471698.0,T.J. Oshie,R,Washington Capitals,857,5,83.0,-3.0,2023020448
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,215,1,66.0,21.0,2023020051
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,218,1,-87.0,-2.0,2023020113
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,251,1,46.0,-10.0,2023020638
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,282,1,68.0,25.0,2023020638
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,372,2,-56.0,-27.0,2023020498
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,381,2,-78.0,1.0,2023020165
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,481,2,77.0,5.0,2023020085
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,514,2,56.0,-1.0,2023020392
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,514,2,56.0,-1.0,2023020392
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,514,2,56.0,-1.0,2023020392
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,557,3,60.0,25.0,2023020485
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,623,3,83.0,-4.0,2023020590
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,702,3,73.0,12.0,2023020141
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,762,3,75.0,-14.0,2023020590
72.0,8479420.0,Tage Thompson,C,Buffalo Sabres,781,3,38.0,2.0,2023020085
84.0,8479661.0,Tanner Jeannot,L,Tampa Bay Lightning,108,1,78.0,-1.0,2023020273
84.0,8479661.0,Tanner Jeannot,L,Tampa Bay Lightning,165,1,80.0,11.0,2023020133
84.0,8479661.0,Tanner Jeannot,L,Tampa Bay Lightning,173,1,81.0,2.0,2023020345
84.0,8479661.0,Tanner Jeannot,L,Tampa Bay Lightning,471,2,79.0,-2.0,2023020033
84.0,8479661.0,Tanner Jeannot,L,Tampa Bay Lightning,508,2,-77.0,-5.0,2023020389
84.0,8479661.0,Tanner Jeannot,L,Tampa Bay Lightning,508,2,-77.0,-5.0,2023020389
84.0,8479661.0,Tanner Jeannot,L,Tampa Bay Lightning,561,3,54.0,-21.0,2023020257
70.0,8476871.0,Tanner Pearson,L,Montréal Canadiens,305,2,83.0,2.0,2023020376
70.0,8476871.0,Tanner Pearson,L,Montréal Canadiens,352,2,52.0,16.0,2023020024
70.0,8476871.0,Tanner Pearson,L,Montréal Canadiens,379,2,60.0,-15.0,2023020041
70.0,8476871.0,Tanner Pearson,L,Montréal Canadiens,703,3,-71.0,-5.0,2023020082
71.0,8475791.0,Taylor Hall,L,Chicago Blackhawks,27,1,-85.0,5.0,2023020174
71.0,8475791.0,Taylor Hall,L,Chicago Blackhawks,177,1,-76.0,-19.0,2023020168
11.0,8479390.0,Taylor Raddysh,R,Chicago Blackhawks,306,2,79.0,-21.0,2023020453
11.0,8479390.0,Taylor Raddysh,R,Chicago Blackhawks,308,2,81.0,-6.0,2023020270
11.0,8479390.0,Taylor Raddysh,R,Chicago Blackhawks,542,3,68.0,-10.0,2023020111
11.0,8479390.0,Taylor Raddysh,R,Chicago Blackhawks,660,3,86.0,-2.0,2023020369
11.0,8479390.0,Taylor Raddysh,R,Chicago Blackhawks,887,3,-47.0,27.0,2023020038
53.0,8476927.0,Teddy Blueger,C,Vancouver Canucks,76,1,-85.0,4.0,2023020307
53.0,8476927.0,Teddy Blueger,C,Vancouver Canucks,321,2,-82.0,2.0,2023020461
53.0,8476927.0,Teddy Blueger,C,Vancouver Canucks,524,3,-71.0,0.0,2023020543
53.0,8476927.0,Teddy Blueger,C,Vancouver Canucks,562,3,-84.0,-5.0,2023020404
53.0,8476927.0,Teddy Blueger,C,Vancouver Canucks,562,3,-84.0,-5.0,2023020404
53.0,8476927.0,Teddy Blueger,C,Vancouver Canucks,562,3,-84.0,-5.0,2023020404
53.0,8476927.0,Teddy Blueger,C,Vancouver Canucks,568,3,-79.0,13.0,2023020491
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,52,1,-58.0,13.0,2023020214
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,100,1,-86.0,11.0,2023020112
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,164,1,-84.0,-8.0,2023020279
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,166,1,-88.0,1.0,2023020516
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,186,1,-56.0,1.0,2023020608
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,222,1,-62.0,31.0,2023020112
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,379,2,-48.0,7.0,2023020032
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,421,2,75.0,-10.0,2023020034
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,435,2,83.0,-10.0,2023020360
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,446,2,73.0,33.0,2023020503
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,553,3,-33.0,-17.0,2023020034
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,556,2,74.0,-31.0,2023020004
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,621,3,-82.0,11.0,2023020112
86.0,8476882.0,Teuvo Teravainen,L,Carolina Hurricanes,731,3,67.0,0.0,2023020131
72.0,8478469.0,Thomas Chabot,D,Ottawa Senators,144,1,70.0,19.0,2023020655
55.0,8481581.0,Thomas Harley,D,Dallas Stars,15,1,-80.0,-7.0,2023020136
55.0,8481581.0,Thomas Harley,D,Dallas Stars,60,1,73.0,1.0,2023020351
55.0,8481581.0,Thomas Harley,D,Dallas Stars,294,2,-64.0,20.0,2023020211
55.0,8481581.0,Thomas Harley,D,Dallas Stars,405,2,86.0,-4.0,2023020458
55.0,8481581.0,Thomas Harley,D,Dallas Stars,633,3,-52.0,8.0,2023020088
55.0,8481581.0,Thomas Harley,D,Dallas Stars,670,3,-60.0,-21.0,2023020356
55.0,8481581.0,Thomas Harley,D,Dallas Stars,690,3,38.0,15.0,2023020388
55.0,8481581.0,Thomas Harley,D,Dallas Stars,690,3,38.0,15.0,2023020388
55.0,8481581.0,Thomas Harley,D,Dallas Stars,757,3,-64.0,-10.0,2023020505
55.0,8481581.0,Thomas Harley,D,Dallas Stars,777,4,87.0,2.0,2023020482
18.0,8482116.0,Tim Stützle,C,Ottawa Senators,443,2,-75.0,-3.0,2023020302
18.0,8482116.0,Tim Stützle,C,Ottawa Senators,532,2,-81.0,-2.0,2023020412
18.0,8482116.0,Tim Stützle,C,Ottawa Senators,684,3,78.0,21.0,2023020004
18.0,8482116.0,Tim Stützle,C,Ottawa Senators,708,4,79.0,4.0,2023020242
18.0,8482116.0,Tim Stützle,C,Ottawa Senators,793,3,82.0,1.0,2023020033
18.0,8482116.0,Tim Stützle,C,Ottawa Senators,808,3,83.0,-9.0,2023020190
18.0,8482116.0,Tim Stützle,C,Ottawa Senators,814,4,-84.0,-4.0,2023020520
28.0,8478414.0,Timo Meier,R,New Jersey Devils,155,1,79.0,5.0,2023020519
28.0,8478414.0,Timo Meier,R,New Jersey Devils,278,2,-82.0,4.0,2023020151
28.0,8478414.0,Timo Meier,R,New Jersey Devils,339,2,-81.0,-1.0,2023020099
28.0,8478414.0,Timo Meier,R,New Jersey Devils,423,2,-79.0,11.0,2023020188
28.0,8478414.0,Timo Meier,R,New Jersey Devils,433,2,-61.0,-6.0,2023020236
28.0,8478414.0,Timo Meier,R,New Jersey Devils,471,2,-83.0,-1.0,2023020501
28.0,8478414.0,Timo Meier,R,New Jersey Devils,533,3,74.0,31.0,2023020519
28.0,8478414.0,Timo Meier,R,New Jersey Devils,647,3,83.0,-3.0,2023020206
28.0,8478414.0,Timo Meier,R,New Jersey Devils,799,4,-73.0,3.0,2023020528
37.0,8480043.0,Timothy Liljegren,D,Toronto Maple Leafs,241,1,-78.0,11.0,2023020662
43.0,8476880.0,Tom Wilson,R,Washington Capitals,20,1,-55.0,27.0,2023020576
43.0,8476880.0,Tom Wilson,R,Washington Capitals,122,1,-69.0,17.0,2023020114
43.0,8476880.0,Tom Wilson,R,Washington Capitals,181,1,-78.0,1.0,2023020166
43.0,8476880.0,Tom Wilson,R,Washington Capitals,213,1,-77.0,-1.0,2023020352
43.0,8476880.0,Tom Wilson,R,Washington Capitals,251,1,-79.0,-2.0,2023020352
43.0,8476880.0,Tom Wilson,R,Washington Capitals,361,2,61.0,14.0,2023020414
43.0,8476880.0,Tom Wilson,R,Washington Capitals,467,2,-85.0,-4.0,2023020448
43.0,8476880.0,Tom Wilson,R,Washington Capitals,731,3,-84.0,-6.0,2023020352
43.0,8476880.0,Tom Wilson,R,Washington Capitals,737,3,74.0,-3.0,2023020368
43.0,8476880.0,Tom Wilson,R,Washington Capitals,747,3,-67.0,10.0,2023020285
43.0,8476880.0,Tom Wilson,R,Washington Capitals,786,3,-88.0,-9.0,2023020128
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,178,1,-67.0,1.0,2023020383
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,212,1,80.0,-10.0,2023020527
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,365,2,-72.0,5.0,2023020203
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,373,2,-67.0,-7.0,2023020477
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,445,2,-65.0,12.0,2023020393
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,445,2,-65.0,12.0,2023020393
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,445,2,-65.0,12.0,2023020393
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,555,3,67.0,0.0,2023020278
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,563,3,80.0,2.0,2023020237
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,660,3,83.0,-5.0,2023020477
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,672,3,-85.0,-7.0,2023020074
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,765,3,88.0,6.0,2023020393
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,765,3,88.0,6.0,2023020393
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,765,3,88.0,6.0,2023020393
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,778,3,-87.0,4.0,2023020383
48.0,8476881.0,Tomas Hertl,C,San Jose Sharks,796,3,-87.0,2.0,2023020383
90.0,8475193.0,Tomas Tatar,L,Colorado Avalanche,255,1,-78.0,1.0,2023020431
,8475193.0,Tomas Tatar,L,Seattle Kraken,289,2,-78.0,4.0,2023020482
90.0,8475193.0,Tomas Tatar,L,Seattle Kraken,479,2,-85.0,-4.0,2023020598
90.0,8475193.0,Tomas Tatar,L,Seattle Kraken,638,3,-84.0,14.0,2023020523
82.0,8478438.0,Tommy Novak,C,Nashville Predators,93,1,-69.0,-5.0,2023020154
82.0,8478438.0,Tommy Novak,C,Nashville Predators,295,2,-81.0,-3.0,2023020074
82.0,8478438.0,Tommy Novak,C,Nashville Predators,304,2,-66.0,2.0,2023020044
82.0,8478438.0,Tommy Novak,C,Nashville Predators,470,2,-59.0,19.0,2023020651
82.0,8478438.0,Tommy Novak,C,Nashville Predators,479,2,66.0,6.0,2023020159
82.0,8478438.0,Tommy Novak,C,Nashville Predators,582,3,80.0,3.0,2023020074
82.0,8478438.0,Tommy Novak,C,Nashville Predators,653,3,-73.0,-23.0,2023020001
77.0,8477950.0,Tony DeAngelo,D,Carolina Hurricanes,151,1,-43.0,29.0,2023020180
77.0,8477950.0,Tony DeAngelo,D,Carolina Hurricanes,180,1,-30.0,-24.0,2023020455
47.0,8476792.0,Torey Krug,D,St. Louis Blues,286,1,62.0,-11.0,2023020219
72.0,8476329.0,Travis Boyd,C,Arizona Coyotes,324,2,-80.0,0.0,2023020350
72.0,8476329.0,Travis Boyd,C,Arizona Coyotes,354,2,-63.0,20.0,2023020334
23.0,8474612.0,Travis Hamonic,D,Ottawa Senators,24,1,49.0,-39.0,2023020458
23.0,8474612.0,Travis Hamonic,D,Ottawa Senators,605,3,47.0,-3.0,2023020213
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,167,1,-57.0,15.0,2023020400
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,167,1,-57.0,15.0,2023020400
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,167,1,-57.0,15.0,2023020400
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,186,1,-69.0,-14.0,2023020011
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,203,1,-54.0,-28.0,2023020104
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,211,1,-80.0,5.0,2023020592
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,218,1,-67.0,1.0,2023020157
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,245,1,65.0,4.0,2023020072
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,246,1,77.0,1.0,2023020238
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,246,1,75.0,-3.0,2023020417
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,259,1,-83.0,1.0,2023020019
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,363,2,73.0,3.0,2023020400
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,363,2,73.0,3.0,2023020400
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,363,2,73.0,3.0,2023020400
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,385,2,63.0,-2.0,2023020328
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,421,2,71.0,-16.0,2023020117
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,421,2,76.0,-1.0,2023020583
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,552,3,-83.0,-15.0,2023020592
11.0,8478439.0,Travis Konecny,R,Philadelphia Flyers,602,3,-72.0,-14.0,2023020605
