jerseyNumber,person.id,person.fullName,team_name,goals
78.0,8474673.0,TJ Brodie,Toronto Maple Leafs,0
72.0,8479420.0,Tage Thompson,Buffalo Sabres,1
84.0,8479661.0,Tanner Jeannot,Tampa Bay Lightning,1
58.0,8479550.0,Tanner Laczynski,Philadelphia Flyers,0
70.0,8476871.0,Tanner Pearson,Montréal Canadiens,0
25.0,8481433.0,Taro Hirose,Detroit Red Wings,0
71.0,8475791.0,Taylor Hall,Chicago Blackhawks,0
11.0,8479390.0,Taylor Raddysh,Chicago Blackhawks,0
53.0,8476927.0,Teddy Blueger,Vancouver Canucks,0
86.0,8476882.0,Teuvo Teravainen,Carolina Hurricanes,0
35.0,8477967.0,Thatcher Demko,Vancouver Canucks,0
17.0,8482133.0,Thomas Bordeleau,San Jose Sharks,0
72.0,8478469.0,Thomas Chabot,Ottawa Senators,0
55.0,8481581.0,Thomas Harley,Dallas Stars,1
39.0,8479364.0,Tim Gettinger,Detroit Red Wings,0
18.0,8482116.0,Tim Stützle,Ottawa Senators,3
96.0,8478414.0,Timo Meier,New Jersey Devils,1
37.0,8480043.0,Timothy Liljegren,Toronto Maple Leafs,0
7.0,8481600.0,Tobias Bjornfot,Los Angeles Kings,0
43.0,8476880.0,Tom Wilson,Washington Capitals,2
48.0,8476881.0,Tomas Hertl,San Jose Sharks,2
92.0,8477931.0,Tomas Nosek,New Jersey Devils,0
90.0,8475193.0,Tomas Tatar,Colorado Avalanche,0
82.0,8478438.0,Tommy Novak,Nashville Predators,3
77.0,8477950.0,Tony DeAngelo,Carolina Hurricanes,1
47.0,8476792.0,Torey Krug,St. Louis Blues,0
72.0,8476329.0,Travis Boyd,Arizona Coyotes,0
33.0,8478408.0,Travis Dermott,Arizona Coyotes,1
23.0,8474612.0,Travis Hamonic,Ottawa Senators,0
11.0,8478439.0,Travis Konecny,Philadelphia Flyers,1
45.0,8484262.0,Travis Mitchell,New York Islanders,0
6.0,8477948.0,Travis Sanheim,Philadelphia Flyers,0
11.0,8479365.0,Trent Frederic,Boston Bruins,0
50.0,8481529.0,Trent Miner,Colorado Avalanche,0
52.0,8482479.0,Trevor Kuntar,Boston Bruins,0
22.0,8473453.0,Trevor Lewis,Los Angeles Kings,0
12.0,8479675.0,Trevor Moore,Los Angeles Kings,1
11.0,8481533.0,Trevor Zegras,Anaheim Ducks,0
57.0,8477845.0,Trevor van Riemsdyk,Washington Capitals,0
64.0,8480441.0,Trey Fix-Wolansky,Columbus Blue Jackets,0
42.0,8484146.0,Tristan Bertucci,Dallas Stars,0
35.0,8477465.0,Tristan Jarry,Pittsburgh Penguins,0
67.0,8483482.0,Tristan Luneau,Anaheim Ducks,0
51.0,8479442.0,Troy Stecher,Arizona Coyotes,0
19.0,8478873.0,Troy Terry,Anaheim Ducks,1
5.0,8477359.0,Tucker Poolman,Vancouver Canucks,0
10.0,8480848.0,Ty Dellandrea,Dallas Stars,0
39.0,8480834.0,Ty Emberson,San Jose Sharks,0
24.0,8480883.0,Ty Smith,Pittsburgh Penguins,0
12.0,8481740.0,Tyce Thompson,New Jersey Devils,1
52.0,8481789.0,Tye Kartye,Seattle Kraken,1
59.0,8477479.0,Tyler Bertuzzi,Toronto Maple Leafs,0
54.0,8482674.0,Tyler Boucher,Ottawa Senators,0
90.0,8474870.0,Tyler Johnson,Chicago Blackhawks,1
37.0,8480805.0,Tyler Madden,Los Angeles Kings,1
64.0,8477353.0,Tyler Motte,Tampa Bay Lightning,1
57.0,8474574.0,Tyler Myers,Vancouver Canucks,0
71.0,8475752.0,Tyler Pitlick,New York Rangers,1
91.0,8475794.0,Tyler Seguin,Dallas Stars,1
73.0,8475726.0,Tyler Toffoli,New Jersey Devils,1
75.0,8481006.0,Tyler Tucker,St. Louis Blues,0
22.0,8475197.0,Tyson Barrie,Nashville Predators,0
71.0,8482159.0,Tyson Foerster,Philadelphia Flyers,0
17.0,8479370.0,Tyson Jost,Buffalo Sabres,0
1.0,8480045.0,Ukko-Pekka Luukkonen,Buffalo Sabres,0
5.0,8480001.0,Urho Vaakanainen,Anaheim Ducks,0
26.0,8484304.0,Uvis Balinskis,Florida Panthers,0
13.0,8477501.0,Valeri Nichushkin,Colorado Avalanche,0
48.0,8481703.0,Valtteri Puustinen,Pittsburgh Penguins,1
92.0,8482102.0,Vasily Ponomarev,Carolina Hurricanes,0
77.0,8475167.0,Victor Hedman,Tampa Bay Lightning,0
71.0,8478109.0,Victor Olofsson,Buffalo Sabres,0
33.0,8478042.0,Viktor Arvidsson,Los Angeles Kings,1
14.0,8481572.0,Ville Heinola,Winnipeg Jets,1
35.0,8478024.0,Ville Husso,Detroit Red Wings,0
89.0,8483635.0,Ville Petman,Seattle Kraken,0
29.0,8478407.0,Vince Dunn,Seattle Kraken,0
73.0,8479576.0,Vincent Desharnais,Edmonton Oilers,0
38.0,8482861.0,Vincent Iorio,Washington Capitals,0
16.0,8476389.0,Vincent Trocheck,New York Rangers,0
95.0,8479968.0,Vinni Lettieri,Minnesota Wild,1
13.0,8476994.0,Vinnie Hinostroza,Pittsburgh Penguins,0
41.0,8477970.0,Vitek Vanecek,New Jersey Devils,0
91.0,8475765.0,Vladimir Tarasenko,Ottawa Senators,1
84.0,8478882.0,Vladislav Gavrikov,Los Angeles Kings,0
7.0,8476480.0,Vladislav Namestnikov,Winnipeg Jets,0
17.0,8479322.0,Wade Allison,Philadelphia Flyers,1
71.0,8482652.0,Walker Duehr,Calgary Flames,1
39.0,8484325.0,Waltteri Merela,Tampa Bay Lightning,2
37.0,8477998.0,Warren Foegele,Edmonton Oilers,0
3.0,8478840.0,Will Borgen,Seattle Kraken,1
50.0,8482157.0,Will Cuylle,New York Rangers,1
28.0,8477478.0,William Carrier,Vegas Golden Knights,0
56.0,8482207.0,William Dufour,New York Islanders,1
72.0,8482667.0,William Eklund,San Jose Sharks,1
71.0,8476448.0,William Karlsson,Vegas Golden Knights,1
85.0,8478021.0,William Lagesson,Toronto Maple Leafs,1
67.0,8479367.0,William Lockwood,Florida Panthers,1
88.0,8477939.0,William Nylander,Toronto Maple Leafs,0
88.0,8477939.0,William Nylander,Toronto Maple Leafs,0
53.0,8482740.0,Wyatt Johnston,Dallas Stars,0
44.0,8482176.0,Wyatt Kaiser,Chicago Blackhawks,0
62.0,8482251.0,Wyatt Newpower,Detroit Red Wings,0
61.0,8476443.0,Xavier Ouellet,Pittsburgh Penguins,0
13.0,8478508.0,Yakov Trenin,Nashville Predators,0
60.0,8484293.0,Yaniv Perets,Carolina Hurricanes,0
37.0,8476826.0,Yanni Gourde,Seattle Kraken,0
59.0,8482475.0,Yegor Chinakhov,Columbus Blue Jackets,0
17.0,8481068.0,Yegor Sharangovich,Calgary Flames,1
22.0,8474610.0,Zac Dalpe,Florida Panthers,0
6.0,8481708.0,Zac Jones,New York Rangers,0
24.0,8474567.0,Zach Bogosian,Tampa Bay Lightning,0
52.0,8482784.0,Zach Dean,St. Louis Blues,0
18.0,8475786.0,Zach Hyman,Edmonton Oilers,1
8.0,8478460.0,Zach Werenski,Columbus Blue Jackets,0
2.0,8480727.0,Zach Whitecloud,Vegas Golden Knights,0
76.0,8482737.0,Zachary Bolduc,St. Louis Blues,1
17.0,8479772.0,Zack MacEwen,Ottawa Senators,0
28.0,8476878.0,Zemgus Girgensons,Buffalo Sabres,0
,,,,8479339
,,,,8480205
,,,,8476878
,,,,8476346
,,,,8482671
,,,,8484145
,,,,8484166
,,,,8480893
,,,,8476443
,,,,8478466
,,,,8482762
,,,,8479407
,,,,8482684
,,,,8482157
,,,,8482110
,,,,8479323
,,,,8481559
,,,,8480002
,,,,8478402
,,,,8477015
,,,,8477507
,,,,8482652
,,,,8478967
,,,,8477934
,,,,8477015
,,,,8475169
,,,,8481534
,,,,8479249
,,,,8477369
,,,,8480009
,,,,8481554
,,,,8475745
,,,,8483505
,,,,8478421
,,,,8475167
,,,,8478831
,,,,8476453
,,,,8480185
,,,,8474564
,,,,8476393
,,,,8482088
,,,,8479066
,,,,8478831
,,,,8480901
,,,,8475235
,,,,8480220
,,,,8480015
,,,,8478439
,,,,8477314
,,,,8474715
,,,,8479359
,,,,8481656
,,,,8476867
,,,,8480791
,,,,8482148
,,,,8483620
,,,,8481576
,,,,8475158
,,,,8476887
,,,,8480748
,,,,8474679
,,,,8481239
,,,,8473512
,,,,8474573
,,,,8479345
,,,,8475753
,,,,8480023
,,,,8480023
,,,,8482089
,,,,8475220
,,,,8473422
,,,,8475791
,,,,8474034
,,,,8475692
,,,,8479400
,,,,8482222
,,,,8471685
,,,,8474884
,,,,8479675
,,,,8482133
,,,,8477960
,,,,8483431
,,,,8477021
,,,,8483431
,,,,8481711
,,,,8475842
,,,,8475178
,,,,8475793
,,,,8477501
,,,,8477492
,,,,8478462
,,,,8481604
,,,,8476539
,,,,8481032
,,,,8477939
,,,,8484160
,,,,8481013
,,,,8479318
,,,,8477479
,,,,8479942
,,,,8477939
